value,source,target,sex,year
50.43084,"Other transport injuries","Spinal cord lesion below neck level","female",2000
59.50655,"Other transport injuries","Contusion","female",2000
56.76891,"Other transport injuries","Fracture of sternum or rib(s)","female",2000
15.36811,"Other transport injuries","Fracture of foot bone","female",2000
156.2652,"Other transport injuries","Fracture of neck of femur","female",2000
.8091625,"Other transport injuries","Injury to eyes (including foreign body eye)","female",2000
33.48456,"Other transport injuries","Internal hemorrhage in abdomen or pelvis","female",2000
5.39847,"Other transport injuries","Fracture of clavicle, scapula, or humerus","female",2000
3.297361,"Other transport injuries","Severe chest Injury","female",2000
23.00454,"Other transport injuries","Minor traumatic brain injury","female",2000
1.469745,"Other transport injuries","Environmental factors (e.g. temperature, pressure, electricity)","female",2000
5.734029,"Other transport injuries","Dislocation of hip","female",2000
5.787266,"Other transport injuries","Injured nerves","female",2000
128.6183,"Other transport injuries","Fracture of pelvis","female",2000
9.741126,"Other transport injuries","Crush injury","female",2000
19.35447,"Other transport injuries","Dislocation of shoulder","female",2000
45.20773,"Other transport injuries","Fracture of skull","female",2000
76.27106,"Other transport injuries","Open wound","female",2000
.6461456,"Other transport injuries","Non-fatal submersion","female",2000
137.8582,"Other transport injuries","Fracture of vertebral column","female",2000
143.5832,"Other transport injuries","Multiple significant injuries","female",2000
7.318853,"Other transport injuries","Spinal cord lesion at neck level","female",2000
73.02814,"Other transport injuries","Fracture of hand bone","female",2000
57.37852,"Other transport injuries","Fracture of radius or ulna","female",2000
149.3699,"Other transport injuries","Complications of medical treatment","female",2000
625.9496,"Other transport injuries","Fracture of patella, tibia, fibula, or ankle","female",2000
2.84187,"Other transport injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000
7.034679,"Other transport injuries","Dislocation of knee","female",2000
1.092688,"Other transport injuries","Amputation of finger (excluding thumb)","female",2000
64.18779,"Other transport injuries","Fracture of femur, other than femoral neck","female",2000
11.46977,"Other transport injuries","Other injuries of muscle & tendon and other dislocations","female",2000
81.37943,"Motorcyclist road injuries","Fracture of neck of femur","female",2000
76.01614,"Motorcyclist road injuries","Fracture of femur, other than femoral neck","female",2000
245.8217,"Motorcyclist road injuries","Fracture of patella, tibia, fibula, or ankle","female",2000
7.421719,"Motorcyclist road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000
13.4113,"Motorcyclist road injuries","Contusion","female",2000
.849824,"Motorcyclist road injuries","Dislocation of knee","female",2000
.8149143,"Motorcyclist road injuries","Injury to eyes (including foreign body eye)","female",2000
69.30315,"Motorcyclist road injuries","Open wound","female",2000
22.54371,"Motorcyclist road injuries","Complications of medical treatment","female",2000
15.48038,"Motorcyclist road injuries","Other injuries of muscle & tendon and other dislocations","female",2000
.6888972,"Motorcyclist road injuries","Environmental factors (e.g. temperature, pressure, electricity)","female",2000
2.358993,"Motorcyclist road injuries","Crush injury","female",2000
12.45979,"Motorcyclist road injuries","Minor traumatic brain injury","female",2000
18.22865,"Motorcyclist road injuries","Fracture of foot bone","female",2000
25.47057,"Motorcyclist road injuries","Fracture of vertebral column","female",2000
3.871226,"Motorcyclist road injuries","Dislocation of hip","female",2000
386.5837,"Motorcyclist road injuries","Multiple significant injuries","female",2000
4.780443,"Motorcyclist road injuries","Burns with <20% total burned surface area","female",2000
13.3388,"Motorcyclist road injuries","Dislocation of shoulder","female",2000
15.05334,"Motorcyclist road injuries","Fracture of skull","female",2000
15.96875,"Motorcyclist road injuries","Fracture of radius or ulna","female",2000
4.728983,"Motorcyclist road injuries","Fracture of clavicle, scapula, or humerus","female",2000
4.770675,"Motorcyclist road injuries","Injured nerves","female",2000
1.133949,"Motorcyclist road injuries","Poisoning","female",2000
31.40885,"Motorcyclist road injuries","Fracture of pelvis","female",2000
.0172686,"Motorcyclist road injuries","Amputation of finger (excluding thumb)","female",2000
76.46421,"Motorcyclist road injuries","Moderate to severe traumatic brain injury","female",2000
25.10402,"Motorcyclist road injuries","Internal hemorrhage in abdomen or pelvis","female",2000
.9379688,"Motorcyclist road injuries","Severe chest Injury","female",2000
.6633928,"Motorcyclist road injuries","Fracture of sternum or rib(s)","female",2000
.0172319,"Motorcyclist road injuries","Non-fatal submersion","female",2000
13.43676,"Motorcyclist road injuries","Fracture of hand bone","female",2000
15.14528,"Motorcyclist road injuries","Spinal cord lesion at neck level","female",2000
1.98128,"Motorcyclist road injuries","Fracture of face bone","female",2000
14.38841,"Motorcyclist road injuries","Spinal cord lesion below neck level","female",2000
1.453347,"Motor vehicle road injuries","Environmental factors (e.g. temperature, pressure, electricity)","female",2000
2.500807,"Motor vehicle road injuries","Burns with <20% total burned surface area","female",2000
378.006,"Motor vehicle road injuries","Fracture of neck of femur","female",2000
10.80472,"Motor vehicle road injuries","Injured nerves","female",2000
129.4062,"Motor vehicle road injuries","Fracture of pelvis","female",2000
3.249296,"Motor vehicle road injuries","Poisoning","female",2000
18.18756,"Motor vehicle road injuries","Fracture of foot bone","female",2000
.253404,"Motor vehicle road injuries","Amputation of finger (excluding thumb)","female",2000
.0714554,"Motor vehicle road injuries","Non-fatal submersion","female",2000
9.065244,"Motor vehicle road injuries","Fracture of clavicle, scapula, or humerus","female",2000
96.64756,"Motor vehicle road injuries","Contusion","female",2000
10.165,"Motor vehicle road injuries","Severe chest Injury","female",2000
2.99101,"Motor vehicle road injuries","Injury to eyes (including foreign body eye)","female",2000
23.58905,"Motor vehicle road injuries","Fracture of hand bone","female",2000
.6397349,"Motor vehicle road injuries","Dislocation of knee","female",2000
934.9402,"Motor vehicle road injuries","Multiple significant injuries","female",2000
18.86898,"Motor vehicle road injuries","Complications of medical treatment","female",2000
2.950182,"Motor vehicle road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000
565.951,"Motor vehicle road injuries","Fracture of patella, tibia, fibula, or ankle","female",2000
3.247841,"Motor vehicle road injuries","Fracture of face bone","female",2000
4.001656,"Motor vehicle road injuries","Crush injury","female",2000
14.13028,"Motor vehicle road injuries","Dislocation of hip","female",2000
144.2752,"Motor vehicle road injuries","Fracture of vertebral column","female",2000
55.22452,"Motor vehicle road injuries","Internal hemorrhage in abdomen or pelvis","female",2000
172.6971,"Motor vehicle road injuries","Moderate to severe traumatic brain injury","female",2000
170.1691,"Motor vehicle road injuries","Open wound","female",2000
49.86031,"Motor vehicle road injuries","Minor traumatic brain injury","female",2000
100.516,"Motor vehicle road injuries","Spinal cord lesion at neck level","female",2000
13.87009,"Motor vehicle road injuries","Dislocation of shoulder","female",2000
69.68612,"Motor vehicle road injuries","Spinal cord lesion below neck level","female",2000
32.83902,"Motor vehicle road injuries","Fracture of skull","female",2000
9.01528,"Motor vehicle road injuries","Fracture of sternum or rib(s)","female",2000
33.6671,"Motor vehicle road injuries","Fracture of radius or ulna","female",2000
24.53115,"Motor vehicle road injuries","Other injuries of muscle & tendon and other dislocations","female",2000
170.6105,"Motor vehicle road injuries","Fracture of femur, other than femoral neck","female",2000
.2180726,"Other road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000
.015035,"Other road injuries","Environmental factors (e.g. temperature, pressure, electricity)","female",2000
.060738,"Other road injuries","Injury to eyes (including foreign body eye)","female",2000
28.50986,"Other road injuries","Fracture of neck of femur","female",2000
7.172409,"Other road injuries","Moderate to severe traumatic brain injury","female",2000
1.116601,"Other road injuries","Internal hemorrhage in abdomen or pelvis","female",2000
.1416089,"Other road injuries","Severe chest Injury","female",2000
.1401959,"Other road injuries","Fracture of sternum or rib(s)","female",2000
1.073812,"Other road injuries","Dislocation of shoulder","female",2000
2.538135,"Other road injuries","Fracture of radius or ulna","female",2000
1.462198,"Other road injuries","Open wound","female",2000
.6000435,"Other road injuries","Fracture of foot bone","female",2000
.7715802,"Other road injuries","Other injuries of muscle & tendon and other dislocations","female",2000
.095189,"Other road injuries","Poisoning","female",2000
.1245652,"Other road injuries","Injured nerves","female",2000
3.289803,"Other road injuries","Spinal cord lesion at neck level","female",2000
2.816706,"Other road injuries","Complications of medical treatment","female",2000
2.301554,"Other road injuries","Fracture of pelvis","female",2000
9.593927,"Other road injuries","Multiple significant injuries","female",2000
.0780819,"Other road injuries","Fracture of face bone","female",2000
.0284405,"Other road injuries","Dislocation of knee","female",2000
2.590829,"Other road injuries","Fracture of femur, other than femoral neck","female",2000
16.09999,"Other road injuries","Fracture of patella, tibia, fibula, or ankle","female",2000
.7934945,"Other road injuries","Fracture of hand bone","female",2000
1.089968,"Other road injuries","Contusion","female",2000
.3847107,"Other road injuries","Fracture of skull","female",2000
3.051478,"Other road injuries","Fracture of vertebral column","female",2000
1.411658,"Other road injuries","Minor traumatic brain injury","female",2000
1.096666,"Other road injuries","Fracture of clavicle, scapula, or humerus","female",2000
.0456295,"Other road injuries","Burns with <20% total burned surface area","female",2000
1.588461,"Other road injuries","Spinal cord lesion below neck level","female",2000
.0132888,"Other road injuries","Non-fatal submersion","female",2000
.1522316,"Other road injuries","Dislocation of hip","female",2000
.0971067,"Other road injuries","Crush injury","female",2000
64.66116,"Cyclist road injuries","Fracture of vertebral column","female",2000
16.81614,"Cyclist road injuries","Contusion","female",2000
221.4457,"Cyclist road injuries","Fracture of patella, tibia, fibula, or ankle","female",2000
5.657444,"Cyclist road injuries","Other injuries of muscle & tendon and other dislocations","female",2000
.0249201,"Cyclist road injuries","Amputation of finger (excluding thumb)","female",2000
9.080474,"Cyclist road injuries","Fracture of skull","female",2000
5.464983,"Cyclist road injuries","Fracture of clavicle, scapula, or humerus","female",2000
19.5295,"Cyclist road injuries","Fracture of femur, other than femoral neck","female",2000
6.995197,"Cyclist road injuries","Dislocation of shoulder","female",2000
.0374253,"Cyclist road injuries","Non-fatal submersion","female",2000
4.435883,"Cyclist road injuries","Fracture of foot bone","female",2000
1.539603,"Cyclist road injuries","Crush injury","female",2000
.3337422,"Cyclist road injuries","Burns with <20% total burned surface area","female",2000
17.20191,"Cyclist road injuries","Fracture of pelvis","female",2000
100.3135,"Cyclist road injuries","Multiple significant injuries","female",2000
.1375817,"Cyclist road injuries","Environmental factors (e.g. temperature, pressure, electricity)","female",2000
9.862283,"Cyclist road injuries","Spinal cord lesion at neck level","female",2000
6.524559,"Cyclist road injuries","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000
7.508055,"Cyclist road injuries","Internal hemorrhage in abdomen or pelvis","female",2000
.8113531,"Cyclist road injuries","Severe chest Injury","female",2000
.603518,"Cyclist road injuries","Injury to eyes (including foreign body eye)","female",2000
1.452469,"Cyclist road injuries","Fracture of sternum or rib(s)","female",2000
15.59641,"Cyclist road injuries","Fracture of hand bone","female",2000
137.3618,"Cyclist road injuries","Open wound","female",2000
89.48956,"Cyclist road injuries","Fracture of neck of femur","female",2000
6.522377,"Cyclist road injuries","Spinal cord lesion below neck level","female",2000
1.73942,"Cyclist road injuries","Injured nerves","female",2000
55.59391,"Cyclist road injuries","Moderate to severe traumatic brain injury","female",2000
1.076419,"Cyclist road injuries","Dislocation of hip","female",2000
.2738873,"Cyclist road injuries","Dislocation of knee","female",2000
1.157689,"Cyclist road injuries","Fracture of face bone","female",2000
.5413664,"Cyclist road injuries","Poisoning","female",2000
18.22833,"Cyclist road injuries","Minor traumatic brain injury","female",2000
7.586907,"Cyclist road injuries","Complications of medical treatment","female",2000
33.37183,"Cyclist road injuries","Fracture of radius or ulna","female",2000
6.658232,"Pedestrian road injuries by road vehicle","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","female",2000
7.938452,"Pedestrian road injuries by road vehicle","Fracture of clavicle, scapula, or humerus","female",2000
104.6537,"Pedestrian road injuries by road vehicle","Fracture of pelvis","female",2000
368.0533,"Pedestrian road injuries by road vehicle","Fracture of patella, tibia, fibula, or ankle","female",2000
.8605238,"Pedestrian road injuries by road vehicle","Fracture of sternum or rib(s)","female",2000
4.959869,"Pedestrian road injuries by road vehicle","Burns with <20% total burned surface area","female",2000
6.626083,"Pedestrian road injuries by road vehicle","Poisoning","female",2000
.1626307,"Pedestrian road injuries by road vehicle","Non-fatal submersion","female",2000
790.2267,"Pedestrian road injuries by road vehicle","Multiple significant injuries","female",2000
5.503177,"Pedestrian road injuries by road vehicle","Dislocation of hip","female",2000
5.329412,"Pedestrian road injuries by road vehicle","Crush injury","female",2000
81.64362,"Pedestrian road injuries by road vehicle","Open wound","female",2000
23.96614,"Pedestrian road injuries by road vehicle","Fracture of foot bone","female",2000
2.610839,"Pedestrian road injuries by road vehicle","Severe chest Injury","female",2000
135.7166,"Pedestrian road injuries by road vehicle","Moderate to severe traumatic brain injury","female",2000
1.097194,"Pedestrian road injuries by road vehicle","Dislocation of knee","female",2000
62.96392,"Pedestrian road injuries by road vehicle","Internal hemorrhage in abdomen or pelvis","female",2000
23.41135,"Pedestrian road injuries by road vehicle","Spinal cord lesion at neck level","female",2000
2.709429,"Pedestrian road injuries by road vehicle","Injury to eyes (including foreign body eye)","female",2000
2.278731,"Pedestrian road injuries by road vehicle","Fracture of face bone","female",2000
20.74733,"Pedestrian road injuries by road vehicle","Other injuries of muscle & tendon and other dislocations","female",2000
10.22114,"Pedestrian road injuries by road vehicle","Fracture of hand bone","female",2000
11.75798,"Pedestrian road injuries by road vehicle","Injured nerves","female",2000
.028956,"Pedestrian road injuries by road vehicle","Amputation of finger (excluding thumb)","female",2000
113.1418,"Pedestrian road injuries by road vehicle","Complications of medical treatment","female",2000
31.08268,"Pedestrian road injuries by road vehicle","Contusion","female",2000
28.80364,"Pedestrian road injuries by road vehicle","Minor traumatic brain injury","female",2000
49.49068,"Pedestrian road injuries by road vehicle","Fracture of skull","female",2000
206.1291,"Pedestrian road injuries by road vehicle","Fracture of neck of femur","female",2000
124.1211,"Pedestrian road injuries by road vehicle","Fracture of vertebral column","female",2000
2.442566,"Pedestrian road injuries by road vehicle","Environmental factors (e.g. temperature, pressure, electricity)","female",2000
10.70793,"Pedestrian road injuries by road vehicle","Dislocation of shoulder","female",2000
137.4624,"Pedestrian road injuries by road vehicle","Fracture of femur, other than femoral neck","female",2000
16.67716,"Pedestrian road injuries by road vehicle","Fracture of radius or ulna","female",2000
18.01438,"Pedestrian road injuries by road vehicle","Spinal cord lesion below neck level","female",2000
22.18385,"Non-venomous animal contact","Complications of medical treatment","male",2000
1.406114,"Non-venomous animal contact","Fracture of sternum or rib(s)","male",2000
7.733834,"Non-venomous animal contact","Minor traumatic brain injury","male",2000
7.324625,"Non-venomous animal contact","Fracture of foot bone","male",2000
.9626367,"Non-venomous animal contact","Burns with <20% total burned surface area","male",2000
2.579937,"Non-venomous animal contact","Fracture of face bone","male",2000
16.73961,"Non-venomous animal contact","Fracture of hand bone","male",2000
97.2059,"Non-venomous animal contact","Fracture of patella, tibia, fibula, or ankle","male",2000
2782.631,"Non-venomous animal contact","Open wound","male",2000
8.343588,"Non-venomous animal contact","Fracture of skull","male",2000
31.93613,"Non-venomous animal contact","Dislocation of shoulder","male",2000
.4645041,"Non-venomous animal contact","Amputation of finger (excluding thumb)","male",2000
29.06886,"Non-venomous animal contact","Injury to eyes (including foreign body eye)","male",2000
11.63066,"Non-venomous animal contact","Injured nerves","male",2000
17.45909,"Non-venomous animal contact","Fracture of neck of femur","male",2000
13.54029,"Non-venomous animal contact","Spinal cord lesion at neck level","male",2000
3.157052,"Non-venomous animal contact","Dislocation of knee","male",2000
.2081965,"Non-venomous animal contact","Non-fatal submersion","male",2000
3.001469,"Non-venomous animal contact","Crush injury","male",2000
1.741988,"Non-venomous animal contact","Environmental factors (e.g. temperature, pressure, electricity)","male",2000
3.793123,"Non-venomous animal contact","Fracture of radius or ulna","male",2000
1.990901,"Non-venomous animal contact","Spinal cord lesion below neck level","male",2000
1.270219,"Non-venomous animal contact","Dislocation of hip","male",2000
49.90493,"Non-venomous animal contact","Moderate to severe traumatic brain injury","male",2000
14.94453,"Non-venomous animal contact","Other injuries of muscle & tendon and other dislocations","male",2000
1.582314,"Non-venomous animal contact","Severe chest Injury","male",2000
102.1953,"Non-venomous animal contact","Multiple significant injuries","male",2000
85.58633,"Non-venomous animal contact","Poisoning","male",2000
35.64972,"Non-venomous animal contact","Contusion","male",2000
2.372361,"Non-venomous animal contact","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000
54.06464,"Non-venomous animal contact","Internal hemorrhage in abdomen or pelvis","male",2000
1.535453,"Non-venomous animal contact","Fracture of clavicle, scapula, or humerus","male",2000
6.930745,"Non-venomous animal contact","Fracture of pelvis","male",2000
12.99234,"Non-venomous animal contact","Fracture of vertebral column","male",2000
29.12912,"Non-venomous animal contact","Fracture of femur, other than femoral neck","male",2000
.4048009,"Venomous animal contact","Dislocation of knee","male",2000
5.373958,"Venomous animal contact","Spinal cord lesion below neck level","male",2000
83.62026,"Venomous animal contact","Open wound","male",2000
.7157183,"Venomous animal contact","Dislocation of hip","male",2000
1.406873,"Venomous animal contact","Crush injury","male",2000
4.861378,"Venomous animal contact","Fracture of foot bone","male",2000
2.175744,"Venomous animal contact","Fracture of radius or ulna","male",2000
1756.932,"Venomous animal contact","Poisoning","male",2000
6.425396,"Venomous animal contact","Other injuries of muscle & tendon and other dislocations","male",2000
7.017889,"Venomous animal contact","Fracture of femur, other than femoral neck","male",2000
3.498319,"Venomous animal contact","Environmental factors (e.g. temperature, pressure, electricity)","male",2000
8.27862,"Venomous animal contact","Fracture of hand bone","male",2000
1.212116,"Venomous animal contact","Contusion","male",2000
5.352295,"Venomous animal contact","Fracture of pelvis","male",2000
.0176677,"Venomous animal contact","Fracture of sternum or rib(s)","male",2000
56.46425,"Venomous animal contact","Internal hemorrhage in abdomen or pelvis","male",2000
15.60244,"Venomous animal contact","Fracture of neck of femur","male",2000
.8222723,"Venomous animal contact","Severe chest Injury","male",2000
.5636085,"Venomous animal contact","Fracture of face bone","male",2000
.2515069,"Venomous animal contact","Non-fatal submersion","male",2000
1.950061,"Venomous animal contact","Injured nerves","male",2000
1.483951,"Venomous animal contact","Fracture of clavicle, scapula, or humerus","male",2000
4.55807,"Venomous animal contact","Spinal cord lesion at neck level","male",2000
1.712547,"Venomous animal contact","Fracture of skull","male",2000
3.141505,"Venomous animal contact","Minor traumatic brain injury","male",2000
12.50404,"Venomous animal contact","Moderate to severe traumatic brain injury","male",2000
22.5829,"Venomous animal contact","Dislocation of shoulder","male",2000
61.11945,"Venomous animal contact","Complications of medical treatment","male",2000
35.29431,"Venomous animal contact","Fracture of patella, tibia, fibula, or ankle","male",2000
4.206626,"Venomous animal contact","Burns with <20% total burned surface area","male",2000
1.175359,"Venomous animal contact","Injury to eyes (including foreign body eye)","male",2000
1.514606,"Venomous animal contact","Fracture of vertebral column","male",2000
6.253495,"Venomous animal contact","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000
79.86224,"Venomous animal contact","Multiple significant injuries","male",2000
1.060269,"Drowning","Fracture of face bone","male",2000
.9827749,"Drowning","Injury to eyes (including foreign body eye)","male",2000
7.544128,"Drowning","Internal hemorrhage in abdomen or pelvis","male",2000
12.74681,"Drowning","Open wound","male",2000
.0514488,"Drowning","Amputation of finger (excluding thumb)","male",2000
3.604528,"Drowning","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000
36.07665,"Drowning","Multiple significant injuries","male",2000
.9403894,"Drowning","Dislocation of hip","male",2000
170.1779,"Drowning","Environmental factors (e.g. temperature, pressure, electricity)","male",2000
121.0815,"Drowning","Non-fatal submersion","male",2000
85.83762,"Drowning","Dislocation of shoulder","male",2000
8.218449,"Drowning","Injured nerves","male",2000
94.32238,"Drowning","Fracture of patella, tibia, fibula, or ankle","male",2000
4.841673,"Drowning","Minor traumatic brain injury","male",2000
1.652166,"Drowning","Contusion","male",2000
58.45715,"Drowning","Spinal cord lesion at neck level","male",2000
24.6763,"Drowning","Moderate to severe traumatic brain injury","male",2000
15.90553,"Drowning","Poisoning","male",2000
.1512026,"Drowning","Fracture of sternum or rib(s)","male",2000
8.551863,"Drowning","Fracture of hand bone","male",2000
3.738371,"Drowning","Burns with <20% total burned surface area","male",2000
1.279691,"Drowning","Dislocation of knee","male",2000
9.604693,"Drowning","Fracture of pelvis","male",2000
21.31068,"Drowning","Fracture of foot bone","male",2000
.2837986,"Drowning","Fracture of skull","male",2000
69.78857,"Drowning","Complications of medical treatment","male",2000
12.19514,"Drowning","Other injuries of muscle & tendon and other dislocations","male",2000
26.52727,"Drowning","Spinal cord lesion below neck level","male",2000
4.419319,"Drowning","Fracture of clavicle, scapula, or humerus","male",2000
.4920587,"Drowning","Severe chest Injury","male",2000
.8852991,"Drowning","Crush injury","male",2000
315.1587,"Drowning","Fracture of neck of femur","male",2000
38.73405,"Drowning","Fracture of femur, other than femoral neck","male",2000
9.047775,"Drowning","Fracture of vertebral column","male",2000
2.778692,"Drowning","Fracture of radius or ulna","male",2000
1494.025,"Falls","Fracture of neck of femur","male",2000
29.16738,"Falls","Severe chest Injury","male",2000
348.8729,"Falls","Spinal cord lesion at neck level","male",2000
17.13891,"Falls","Fracture of sternum or rib(s)","male",2000
41.55011,"Falls","Poisoning","male",2000
1804.68,"Falls","Multiple significant injuries","male",2000
16.57042,"Falls","Environmental factors (e.g. temperature, pressure, electricity)","male",2000
273.8776,"Falls","Fracture of skull","male",2000
103.5082,"Falls","Injured nerves","male",2000
2769.421,"Falls","Fracture of patella, tibia, fibula, or ankle","male",2000
195.6884,"Falls","Other injuries of muscle & tendon and other dislocations","male",2000
469.2608,"Falls","Complications of medical treatment","male",2000
326.9504,"Falls","Spinal cord lesion below neck level","male",2000
218.0091,"Falls","Internal hemorrhage in abdomen or pelvis","male",2000
16.35946,"Falls","Dislocation of knee","male",2000
39.57118,"Falls","Crush injury","male",2000
1225.132,"Falls","Moderate to severe traumatic brain injury","male",2000
36.06968,"Falls","Dislocation of hip","male",2000
328.6578,"Falls","Dislocation of shoulder","male",2000
233.2423,"Falls","Fracture of hand bone","male",2000
17.78698,"Falls","Injury to eyes (including foreign body eye)","male",2000
384.688,"Falls","Fracture of radius or ulna","male",2000
576.4999,"Falls","Fracture of femur, other than femoral neck","male",2000
697.564,"Falls","Fracture of vertebral column","male",2000
1293.565,"Falls","Open wound","male",2000
22.39346,"Falls","Burns with <20% total burned surface area","male",2000
125.0633,"Falls","Minor traumatic brain injury","male",2000
93.22971,"Falls","Fracture of clavicle, scapula, or humerus","male",2000
27.91419,"Falls","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000
16.06965,"Falls","Fracture of face bone","male",2000
237.1314,"Falls","Contusion","male",2000
.3896118,"Falls","Amputation of finger (excluding thumb)","male",2000
2.752153,"Falls","Non-fatal submersion","male",2000
162.9781,"Falls","Fracture of pelvis","male",2000
205.7492,"Falls","Fracture of foot bone","male",2000
2.740577,"Fire, heat, and hot substances","Fracture of face bone","male",2000
11.58819,"Fire, heat, and hot substances","Fracture of foot bone","male",2000
20.23004,"Fire, heat, and hot substances","Fracture of vertebral column","male",2000
563.9405,"Fire, heat, and hot substances","Burns with <20% total burned surface area","male",2000
4.830735,"Fire, heat, and hot substances","Spinal cord lesion below neck level","male",2000
44.47288,"Fire, heat, and hot substances","Dislocation of shoulder","male",2000
10.02904,"Fire, heat, and hot substances","Minor traumatic brain injury","male",2000
105.5844,"Fire, heat, and hot substances","Multiple significant injuries","male",2000
3.537953,"Fire, heat, and hot substances","Fracture of radius or ulna","male",2000
138.2112,"Fire, heat, and hot substances","Complications of medical treatment","male",2000
1.609661,"Fire, heat, and hot substances","Severe chest Injury","male",2000
249.0353,"Fire, heat, and hot substances","Poisoning","male",2000
84.8501,"Fire, heat, and hot substances","Fracture of patella, tibia, fibula, or ankle","male",2000
8.931371,"Fire, heat, and hot substances","Injury to eyes (including foreign body eye)","male",2000
5.370151,"Fire, heat, and hot substances","Crush injury","male",2000
7.571915,"Fire, heat, and hot substances","Spinal cord lesion at neck level","male",2000
106.4515,"Fire, heat, and hot substances","Open wound","male",2000
54.9112,"Fire, heat, and hot substances","Environmental factors (e.g. temperature, pressure, electricity)","male",2000
42.67443,"Fire, heat, and hot substances","Fracture of neck of femur","male",2000
10.75068,"Fire, heat, and hot substances","Fracture of pelvis","male",2000
29.12929,"Fire, heat, and hot substances","Fracture of femur, other than femoral neck","male",2000
21.23571,"Fire, heat, and hot substances","Other injuries of muscle & tendon and other dislocations","male",2000
.2211566,"Fire, heat, and hot substances","Amputation of finger (excluding thumb)","male",2000
2.860788,"Fire, heat, and hot substances","Fracture of clavicle, scapula, or humerus","male",2000
12.93885,"Fire, heat, and hot substances","Contusion","male",2000
.420812,"Fire, heat, and hot substances","Non-fatal submersion","male",2000
923.2606,"Fire, heat, and hot substances","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000
37.66231,"Fire, heat, and hot substances","Moderate to severe traumatic brain injury","male",2000
17.18179,"Fire, heat, and hot substances","Fracture of hand bone","male",2000
364.0862,"Fire, heat, and hot substances","Internal hemorrhage in abdomen or pelvis","male",2000
.2436972,"Fire, heat, and hot substances","Fracture of sternum or rib(s)","male",2000
7.903869,"Fire, heat, and hot substances","Injured nerves","male",2000
1.351042,"Fire, heat, and hot substances","Dislocation of knee","male",2000
5.329995,"Fire, heat, and hot substances","Fracture of skull","male",2000
5.104044,"Fire, heat, and hot substances","Dislocation of hip","male",2000
1.144166,"Pulmonary aspiration and foreign body in airway","Internal hemorrhage in abdomen or pelvis","male",2000
.4710389,"Pulmonary aspiration and foreign body in airway","Open wound","male",2000
.2595394,"Pulmonary aspiration and foreign body in airway","Fracture of radius or ulna","male",2000
.2952037,"Pulmonary aspiration and foreign body in airway","Burns with <20% total burned surface area","male",2000
.8338171,"Pulmonary aspiration and foreign body in airway","Fracture of foot bone","male",2000
.3551955,"Pulmonary aspiration and foreign body in airway","Non-fatal submersion","male",2000
.1254912,"Pulmonary aspiration and foreign body in airway","Injury to eyes (including foreign body eye)","male",2000
.1798418,"Pulmonary aspiration and foreign body in airway","Dislocation of knee","male",2000
.0955576,"Pulmonary aspiration and foreign body in airway","Fracture of face bone","male",2000
3.967959,"Pulmonary aspiration and foreign body in airway","Spinal cord lesion at neck level","male",2000
.0172889,"Pulmonary aspiration and foreign body in airway","Fracture of sternum or rib(s)","male",2000
.3762631,"Pulmonary aspiration and foreign body in airway","Fracture of hand bone","male",2000
7.198784,"Pulmonary aspiration and foreign body in airway","Poisoning","male",2000
.170925,"Pulmonary aspiration and foreign body in airway","Fracture of clavicle, scapula, or humerus","male",2000
1.315376,"Pulmonary aspiration and foreign body in airway","Fracture of femur, other than femoral neck","male",2000
5.382316,"Pulmonary aspiration and foreign body in airway","Multiple significant injuries","male",2000
.1107101,"Pulmonary aspiration and foreign body in airway","Fracture of skull","male",2000
.2845742,"Pulmonary aspiration and foreign body in airway","Environmental factors (e.g. temperature, pressure, electricity)","male",2000
6.208743,"Pulmonary aspiration and foreign body in airway","Complications of medical treatment","male",2000
.826676,"Pulmonary aspiration and foreign body in airway","Moderate to severe traumatic brain injury","male",2000
.3879116,"Pulmonary aspiration and foreign body in airway","Minor traumatic brain injury","male",2000
.128023,"Pulmonary aspiration and foreign body in airway","Crush injury","male",2000
2.990723,"Pulmonary aspiration and foreign body in airway","Fracture of patella, tibia, fibula, or ankle","male",2000
.4186738,"Pulmonary aspiration and foreign body in airway","Burns with >=20% total burned surface area or >=10% if burns include face and/or hands","male",2000
.2643124,"Pulmonary aspiration and foreign body in airway","Severe chest Injury","male",2000
.0535135,"Pulmonary aspiration and foreign body in airway","Dislocation of hip","male",2000
1.547191,"Pulmonary aspiration and foreign body in airway","Other injuries of muscle & tendon and other dislocations","male",2000
15.7359,"Pulmonary aspiration and foreign body in airway","Fracture of neck of femur","male",2000
5.160563,"Pulmonary aspiration and foreign body in airway","Dislocation of shoulder","male",2000
